StoreID,Store Type,Store Location,"Associates per Open Hour
Pre 4/5/2016","Associates per Open Hour
Post 4/5/2016",Open Time Pre 4/5/2016,Open Time Post 4/5/2016,Close Time Pre 4/5/2016,Close Time Post 4/5/2016,Store Age,"Population within 5mi
(1000s)",Competition within 5mi
168,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,40,14,34
169,Standalone,Rural,24,26,7:00,7:00,21:00,20:00,16,4,6
170,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,29,325,36
171,Standalone,Suburban,24,24,7:00,7:00,21:00,20:00,20,24,12
172,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,128,3
173,Standalone,Urban,24,24,7:00,7:00,21:00,19:00,31,264,43
174,Standalone,Metropolitan,24,24,7:00,7:00,21:00,20:00,27,8,10
175,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,24,399,52
176,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,353,18
177,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,30,11,54
178,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,5,49,37
179,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,36,397,9
180,Standalone,Urban,24,28,7:00,7:00,21:00,19:00,33,103,8
181,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,24,27,3
182,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,4,468,88
183,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,18,104,59
184,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,3,206,5
185,Standalone,Urban,24,24,7:00,7:00,21:00,20:00,16,168,64
186,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,6,113,10
187,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,26,388,33
188,Strip Mall,Suburban,24,24,7:00,7:00,21:00,19:00,21,436,21
189,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,12,86,3
190,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,8,299,11
191,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,34,35,19
192,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,22,206,10
193,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,19,318,9
194,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,25,20
195,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,6,132,13
196,Standalone,Suburban,24,24,7:00,7:00,21:00,20:00,2,413,10
197,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,24,159,8
198,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,41,160,10
199,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,343,26
200,Strip Mall,Urban,24,28,7:00,7:00,21:00,19:00,5,118,39
201,Standalone,Suburban,24,28,7:00,7:00,21:00,19:00,5,40,38
202,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,172,4
203,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,14,165,5
204,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,8,124,4
205,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,21,4,1
206,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,29,382,42
207,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,17,268,42
208,Standalone,Suburban,24,24,7:00,7:00,21:00,20:00,17,272,19
209,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,17,183,4
210,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,17,459,58
211,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,11,41,18
212,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,8,64,2
213,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,2,352,9
214,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,38,474,9
215,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,39,22,1
216,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,39,106,18
217,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,19,223,10
218,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,28,204,9
219,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,72,13
220,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,17,7,6
221,Strip Mall,Urban,24,24,7:00,7:00,21:00,20:00,26,6,56
222,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,21,217,17
223,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,19:00,20,11,13
224,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,32,467,30
225,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,12,130,15
226,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,342,8
227,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,17,182,10
228,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,38,31,54
229,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,10,38,31
230,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,13,6,1
231,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,34,279,30
232,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,27,24,1
233,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,25,340,38
234,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,15,198,7
235,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,9,10,16
236,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,24,189,84
237,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,6,28,6
238,Strip Mall,Urban,24,28,7:00,7:00,21:00,19:00,6,57,22
239,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,15,85,30
240,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,336,53
241,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,44,6
242,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,22,66,2
243,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,15,343,26
244,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,420,10
245,Standalone,Urban,24,24,7:00,7:00,21:00,20:00,6,42,1
246,Strip Mall,Urban,24,26,7:00,7:00,21:00,20:00,21,480,23
247,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,9,193,11
248,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,3,268,70
249,Standalone,Rural,24,24,7:00,7:00,21:00,20:00,31,114,63
250,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,5,206,18
251,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,16,230,7
252,Standalone,Rural,24,24,7:00,7:00,21:00,19:00,18,26,1
253,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,19,38,2
254,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,28,223,10
255,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,349,11
256,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,10,103,40
257,Standalone,Rural,24,24,7:00,7:00,21:00,20:00,14,17,14
258,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,11,52,7
259,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,1,131,60
260,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,481,30
261,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,26,80,13
262,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,5,5,16
263,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,36,260,8
264,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,90,28
265,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,3,486,71
266,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,12,398,9
267,Strip Mall,Suburban,24,24,7:00,7:00,21:00,19:00,28,94,3
268,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,27,49,2
269,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,23,172,18
270,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,29,9,2
271,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,14,54,6
272,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,9,121,61
273,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,20,21,12
274,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,37,6,2
275,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,401,32
276,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,406,73
277,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,39,37,4
278,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,22,5
279,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,38,334,65
280,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,32,13,1
281,Strip Mall,Suburban,24,24,7:00,7:00,21:00,19:00,15,17,3
282,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,4,9,17
283,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,15,5,6
284,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,41,64,2
285,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,34,281,13
286,Strip Mall,Urban,24,26,7:00,7:00,21:00,20:00,30,60,2
287,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,23,12,68
288,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,31,49,58
289,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,40,22,35
290,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,10,225,21
291,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,14,112,21
292,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,24,45,5
293,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,33,396,12
294,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,25,1
295,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,21,2,7
296,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,100,33
297,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,25,46,3
298,Standalone,Suburban,24,24,7:00,7:00,21:00,19:00,26,217,76
299,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,90,49
300,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,9,12,13
301,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,7,303,8
302,Strip Mall,Urban,24,28,7:00,7:00,21:00,19:00,22,270,55
303,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,8,5,0
304,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,19,73,40
305,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,8,337,8
306,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,31,216,5
307,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,16,139,57
308,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,32,32,6
309,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,2,16,13
310,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,10,45,40
311,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,29,26,10
312,Standalone,Suburban,24,28,7:00,7:00,21:00,19:00,36,16,0
313,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,7,94,36
314,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,6,1
315,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,16,289,7
316,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,17,475,71
317,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,24,172,33
318,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,10,6
319,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,27,9,2
320,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,18,470,55
321,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,33,700,3
322,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,32,340,23
323,Strip Mall,Metropolitan,24,26,7:00,7:00,21:00,20:00,33,110,24
324,Standalone,Rural,24,24,7:00,7:00,21:00,19:00,12,17,39
325,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,36,143,4
326,Standalone,Urban,24,24,7:00,7:00,21:00,19:00,9,177,12
327,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,39,153,22
328,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,22,263,62
329,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,37,366,17
330,Strip Mall,Urban,24,26,7:00,7:00,21:00,20:00,38,6,1
331,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,6,133,7
332,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,32,182,19
333,Standalone,Suburban,24,24,7:00,7:00,21:00,19:00,29,80,51
334,Standalone,Urban,24,28,7:00,7:00,21:00,19:00,8,39,35
335,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,20,342,15
336,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,22,41,57
337,Strip Mall,Suburban,24,26,7:00,7:00,21:00,20:00,23,365,24
338,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,33,8,9
339,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,30,90,63
340,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,38,58,2
341,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,21,190,4
342,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,1,47,15
343,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,16,7,0
344,Strip Mall,Rural,24,24,7:00,7:00,21:00,19:00,20,57,3
345,Strip Mall,Suburban,24,24,7:00,7:00,21:00,20:00,27,28,2
346,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,31,39,71
347,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,25,159,4
348,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,34,287,7
349,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,21,1
350,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,41,11,2
351,Strip Mall,Suburban,24,24,7:00,7:00,21:00,19:00,17,313,9
352,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,19,7,1
353,Standalone,Suburban,24,24,7:00,7:00,21:00,19:00,1,33,5
354,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,31,105,28
355,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,23,50,11
356,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,18,137,54
357,Standalone,Suburban,24,26,7:00,7:00,21:00,20:00,16,8,65
358,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,38,19,2
359,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,21,230,12
