StoreID,Store Type,Store Location,Associates per Open HourPre 4/5/2016,Associates per Open HourPost 4/5/2016,Open Time Pre 4/5/2016,Open Time Post 4/5/2016,Close Time Pre 4/5/2016,Close Time Post 4/5/2016,Store Age,Population within 5mi(1000s),Competition within 5mi
212,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,8,64,2
213,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,2,352,9
214,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,38,474,9
215,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,39,22,1
216,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,39,106,18
217,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,19,223,10
218,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,28,204,9
219,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,72,13
220,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,17,7,6
222,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,21,217,17
224,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,32,467,30
225,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,12,130,15
226,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,342,8
227,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,17,182,10
228,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,38,31,54
230,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,13,6,1
231,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,34,279,30
232,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,27,24,1
233,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,25,340,38
234,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,15,198,7
235,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,9,10,16
236,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,24,189,84
237,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,6,28,6
239,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,15,85,30
240,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,336,53
241,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,44,6
242,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,22,66,2
243,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,15,343,26
244,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,420,10
247,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,9,193,11
250,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,5,206,18
251,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,16,230,7
253,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,19,38,2
254,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,28,223,10
255,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,349,11
256,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,10,103,40
258,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,11,52,7
259,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,1,131,60
260,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,7,481,30
261,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,26,80,13
263,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,36,260,8
264,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,90,28
265,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,3,486,71
266,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,12,398,9
268,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,27,49,2
269,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,23,172,18
270,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,29,9,2
271,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,14,54,6
272,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,9,121,61
273,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,20,21,12
274,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,37,6,2
275,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,401,32
276,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,406,73
278,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,22,5
279,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,38,334,65
280,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,32,13,1
282,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,4,9,17
283,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,15,5,6
284,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,41,64,2
285,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,34,281,13
287,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,23,12,68
288,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,31,49,58
289,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,40,22,35
290,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,10,225,21
291,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,14,112,21
292,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,24,45,5
293,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,33,396,12
294,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,25,1
295,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,21,2,7
296,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,100,33
297,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,25,46,3
299,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,90,49
300,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,9,12,13
301,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,7,303,8
303,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,8,5,0
304,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,19,73,40
305,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,8,337,8
306,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,31,216,5
307,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,16,139,57
309,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,2,16,13
310,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,10,45,40
311,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,29,26,10
313,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,7,94,36
314,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,35,6,1
315,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,16,289,7
316,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,17,475,71
317,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,24,172,33
318,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,10,6
319,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,27,9,2
320,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,18,470,55
321,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,33,700,3
322,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,32,340,23
325,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,36,143,4
327,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,39,153,22
328,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,22,263,62
329,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,37,366,17
331,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,6,133,7
332,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,32,182,19
335,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,20,342,15
336,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,22,41,57
338,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,33,8,9
339,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,30,90,63
340,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,38,58,2
341,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,21,190,4
342,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,1,47,15
343,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,16,7,0
346,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,31,39,71
347,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,25,159,4
348,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,34,287,7
349,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,21,1
350,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,41,11,2
352,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,19,7,1
354,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,31,105,28
355,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,23,50,11
356,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,18,137,54
358,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,38,19,2
359,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,21,230,12
360,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,2,140,13
361,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,5,138,25
362,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,8,273,9
363,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,22,430,42
364,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,13,33,71
367,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,29,1000,95
368,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,28,436,22
369,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,13,109,3
370,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,27,327,10
371,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,10,267,18
372,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,419,81
373,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,4,25,24
376,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,16,171,12
379,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,39,20,1
380,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,36,340,35
381,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,18,167,5
383,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,8,12,33
385,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,25,370,19
386,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,15,395,48
387,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,13,325,55
388,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,2,277,6
390,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,37,7,15
391,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,226,46
392,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,5,485,51
394,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,220,5
396,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,7,94,4
397,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,34,5,1
401,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,7,57,17
405,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,46,1
406,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,8,34,5
407,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,15,380,18
408,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,12,94,14
409,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,10,251,16
411,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,31,441,14
414,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,41,281,9
415,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,25,57,30
416,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,37,147,7
417,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,38,81,3
418,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,21,5,0
419,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,5,5,0
420,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,4,5,2
421,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,27,127,50
422,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,14,6,51
423,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,37,178,88
426,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,6,149,63
428,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,39,6,9
430,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,13,160,6
431,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,35,5,7
432,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,25,145,7
433,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,17,290,50
434,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,36,464,12
435,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,2,10,58
438,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,26,236,11
439,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,30,196,82
441,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,12,351,11
442,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,27,4,36
443,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,31,377,9
444,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,29,71,18
445,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,34,23,56
446,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,29,17,0
447,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,36,213,10
449,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,14,52,2
451,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,36,70,4
452,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,5,345,14
453,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,25,96,11
456,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,33,93,18
457,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,23,184,7
458,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,7,5,14
461,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,9,28,38
462,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,30,5,1
463,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,17,416,96
464,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,25,17,65
465,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,11,46,2
467,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,7,38,4
469,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,24,484,74
